TestValidatorEvidenceInstallExecutorAnchorRejectsForeignPrestateBeforeTransaction	pass
TestValidatorEvidenceInstallExecutorAnchorRejectsPersistedAuthorityDrift	pass
TestValidatorEvidenceInstallExecutorAnchorResumesExactSignedJournal	pass
TestValidatorEvidenceInstallFailedNonceRebindIsAtomic	pass
TestValidatorEvidenceInstallGeneratedConstructorAndRuntime	pass
TestValidatorEvidenceInstallHistoricalPlanDoesNotGainAnUnsignedJournal	pass
TestValidatorEvidenceInstallPlanRejectsMissingActionsAndAuthorityDrift	pass
TestValidatorEvidenceInstallPlanRequiresDeploymentAnchorAndBudget	pass
TestValidatorEvidenceInstallPreservesCustodyIdentityAcrossNonceRebind	pass
TestValidatorEvidenceInstallProbeCannotAliasCompanion	pass
TestValidatorEvidenceInstallReadbackCancellationJoinsInflightRequest	pass
TestValidatorEvidenceInstallReadbackDistinguishesUnanchoredFromConflicting	pass
TestValidatorEvidenceInstallReadbackPinsCompleteDomainAndAnchor	pass
TestValidatorEvidenceInstallReadbackPreCancellationSendsNoRPC	pass
TestValidatorEvidenceInstallReadbackRejectsEveryMalformedOrForeignView	pass
TestValidatorEvidenceInstallReadbackRejectsRuntimeBeforeViews	pass
TestValidatorEvidenceInstallRejectsInvalidNonceAndDomain	pass
TestValidatorEvidenceInstallSeparatesEveryImmutableDomain	pass
TestValidatorEvidenceInstallTransactionEnvelopeRejectsEveryDrift	pass
TestValidatorEvidenceInstallV11RevisionCanAcquireAndRebindFirstJournal	pass
TestValidatorEvidenceInstallV12RevisionRefusesCompanionRelocationBeforeMutation	pass
